timestamp,P_ann,masp
2026-04-27 13:10,409.6,1800.0
2026-04-27 13:20,414.29,1800.0
2026-04-27 13:30,411.15,1800.0
2026-04-27 13:40,411.64,1800.0
2026-04-27 13:50,410.4,1800.0
2026-04-27 14:00,412.36,1800.0
2026-04-27 14:10,415.99,1800.0
2026-04-27 14:20,412.48,1800.0
2026-04-27 14:30,411.87,1800.0
2026-04-27 14:40,415.99,1800.0
2026-04-27 14:50,415.22,1800.0
2026-04-27 15:00,417.04,1800.0
2026-04-27 15:10,417.93,1800.0
2026-04-27 15:20,416.72,1800.0
2026-04-27 15:30,414.43,1800.0
2026-04-27 15:40,417.08,1800.0
2026-04-27 15:50,418.63,1800.0
2026-04-27 16:00,416.77,1800.0
2026-04-27 16:10,415.38,1800.0
2026-04-27 16:20,420.78,1800.0
2026-04-27 16:30,418.07,1800.0
2026-04-27 16:40,418.42,1800.0
2026-04-27 16:50,419.62,1800.0
2026-04-27 17:00,422.0,1800.0
2026-04-27 17:10,420.82,1800.0
2026-04-27 17:20,419.99,1800.0
2026-04-27 17:30,422.4,1800.0
2026-04-27 17:40,425.71,1800.0
2026-04-27 17:50,424.58,1800.0
2026-04-27 18:00,423.55,1800.0
2026-04-27 18:10,420.36,1800.0
2026-04-27 18:20,430.52,1800.0
2026-04-27 18:30,421.04,1800.0
2026-04-27 18:40,423.12,1800.0
2026-04-27 18:50,422.9,1800.0
2026-04-27 19:00,427.99,1800.0
2026-04-27 19:10,426.03,1800.0
2026-04-27 19:20,422.79,1800.0
2026-04-27 19:30,426.64,1800.0
2026-04-27 19:40,427.67,1800.0
2026-04-27 19:50,426.41,1800.0
2026-04-27 20:00,425.1,1800.0
2026-04-27 20:10,426.58,1800.0
2026-04-27 20:20,427.65,1800.0
2026-04-27 20:30,429.07,1800.0
2026-04-27 20:40,428.5,1800.0
2026-04-27 20:50,431.52,1800.0
2026-04-27 21:00,428.67,1800.0
2026-04-27 21:10,427.63,1800.0
2026-04-27 21:20,430.15,1800.0
2026-04-27 21:30,434.86,1800.0
2026-04-27 21:40,431.56,1800.0
2026-04-27 21:50,437.53,1800.0
2026-04-27 22:00,433.98,1800.0
2026-04-27 22:10,430.82,1800.0
2026-04-27 22:20,431.64,1800.0
2026-04-27 22:30,433.96,1800.0
2026-04-27 22:40,431.28,1800.0
2026-04-27 22:50,438.55,1800.0
2026-04-27 23:00,431.98,1800.0
2026-04-27 23:10,435.5,1800.0
2026-04-27 23:20,437.23,1800.0
2026-04-27 23:30,434.26,1800.0
2026-04-27 23:40,432.66,1800.0
2026-04-27 23:50,434.28,1800.0
