timestamp,BSW_pct,watercut_raw,f_resonance
2026-04-27 13:00,22.424,22.424,2.8989
2026-04-27 13:10,22.609,22.609,2.9113
2026-04-27 13:20,22.902,22.902,2.9237
2026-04-27 13:30,22.88,22.88,2.9042
2026-04-27 13:40,23.275,23.275,2.9163
2026-04-27 13:50,23.134,23.134,2.9137
2026-04-27 14:00,23.653,23.653,2.9048
2026-04-27 14:10,23.644,23.644,2.9137
2026-04-27 14:20,23.965,23.965,2.91
2026-04-27 14:30,23.914,23.914,2.8889
2026-04-27 14:40,24.221,24.221,2.9031
2026-04-27 14:50,24.512,24.512,2.8978
2026-04-27 15:00,24.727,24.727,2.9094
2026-04-27 15:10,24.632,24.632,2.9148
2026-04-27 15:20,24.891,24.891,2.8981
2026-04-27 15:30,25.19,25.19,2.9047
2026-04-27 15:40,25.139,25.139,2.9111
2026-04-27 15:50,25.498,25.498,2.8969
2026-04-27 16:00,25.329,25.329,2.9089
2026-04-27 16:10,25.88,25.88,2.9053
2026-04-27 16:20,26.315,26.315,2.8788
2026-04-27 16:30,26.474,26.474,2.9172
2026-04-27 16:40,26.204,26.204,2.9139
2026-04-27 16:50,26.418,26.418,2.8932
2026-04-27 17:00,26.74,26.74,2.9215
2026-04-27 17:10,27.012,27.012,2.9035
2026-04-27 17:20,27.297,27.297,2.8965
2026-04-27 17:30,27.6,27.6,2.9181
2026-04-27 17:40,27.566,27.566,2.8946
2026-04-27 17:50,27.874,27.874,2.9051
2026-04-27 18:00,27.969,27.969,2.9134
2026-04-27 18:10,28.107,28.107,2.8929
2026-04-27 18:20,28.498,28.498,2.9043
2026-04-27 18:30,28.445,28.445,2.9077
2026-04-27 18:40,28.622,28.622,2.9089
2026-04-27 18:50,28.779,28.779,2.8994
2026-04-27 19:00,28.81,28.81,2.8961
2026-04-27 19:10,29.042,29.042,2.9109
2026-04-27 19:20,29.213,29.213,2.8997
2026-04-27 19:30,29.44,29.44,2.9059
2026-04-27 19:40,29.77,29.77,2.92
2026-04-27 19:50,29.541,29.541,2.8982
2026-04-27 20:00,30.115,30.115,2.883
2026-04-27 20:10,30.528,30.528,2.8983
2026-04-27 20:20,30.201,30.201,2.9095
2026-04-27 20:30,30.1,30.1,2.902
2026-04-27 20:40,30.522,30.522,2.8993
2026-04-27 20:50,30.975,30.975,2.907
2026-04-27 21:00,31.162,31.162,2.9197
2026-04-27 21:10,31.272,31.272,2.8953
2026-04-27 21:20,31.685,31.685,2.8977
2026-04-27 21:30,31.704,31.704,2.8589
2026-04-27 21:40,31.891,31.891,2.8974
2026-04-27 21:50,31.893,31.893,2.8915
2026-04-27 22:00,32.341,32.341,2.8772
2026-04-27 22:10,32.97,32.97,2.9086
2026-04-27 22:20,32.594,32.594,2.9164
2026-04-27 22:30,32.755,32.755,2.8883
2026-04-27 22:40,33.085,33.085,2.8806
2026-04-27 22:50,33.18,33.18,2.9088
2026-04-27 23:00,33.347,33.347,2.8821
2026-04-27 23:10,33.461,33.461,2.8953
2026-04-27 23:20,33.452,33.452,2.8734
2026-04-27 23:30,33.543,33.543,2.8914
2026-04-27 23:40,34.185,34.185,2.9233
2026-04-27 23:50,34.311,34.311,2.8878
