timestamp,mass_flow_rate,vol_flow_rate,density_fluid,T_coriolis,phase_shift
2026-04-28 06:50,108412.0,18820,869.54,75.04,0.004297
2026-04-28 07:00,109197.3,18946,870.03,75.25,0.004361
2026-04-28 07:10,108118.0,18740,870.9,75.47,0.004321
2026-04-28 07:20,109040.4,18940,869.07,74.97,0.004266
2026-04-28 07:30,108449.1,18822,869.76,74.66,0.004081
2026-04-28 07:40,108805.8,18890,869.49,74.86,0.004181
2026-04-28 07:50,108765.2,18878,869.69,75.12,0.004209
2026-04-28 08:00,108499.5,18826,869.99,74.77,0.00415
2026-04-28 08:10,107544.6,18690,868.6,74.66,0.00416
2026-04-28 08:20,109028.8,18918,869.99,75.03,0.004106
2026-04-28 08:30,108835.9,18840,872.03,74.93,0.004433
2026-04-28 08:40,107888.2,18713,870.32,74.64,0.004926
2026-04-28 08:50,107607.2,18713,868.01,75.03,0.005007
2026-04-28 09:00,108685.5,18831,871.24,74.67,0.005515
2026-04-28 09:10,108750.2,18881,869.44,75.29,0.005765
2026-04-28 09:20,107684.6,18682,870.12,74.84,0.006298
2026-04-28 09:30,108488.0,18814,870.44,74.93,0.006482
2026-04-28 09:40,108230.6,18792,869.38,74.36,0.00681
2026-04-28 09:50,109220.7,18930,870.97,74.43,0.007334
2026-04-28 10:00,106876.5,18550,869.7,74.72,0.007301
2026-04-28 10:10,107386.0,18637,869.8,74.39,0.007597
2026-04-28 10:20,106864.6,18582,868.13,74.22,0.008045
2026-04-28 10:30,107868.1,18733,869.2,74.1,0.008707
2026-04-28 10:40,106896.0,18545,870.11,74.13,0.008559
2026-04-28 10:50,107560.5,18651,870.55,74.74,0.009174
2026-04-28 11:00,107380.8,18615,870.75,74.0,0.009622
2026-04-28 11:10,107437.7,18629,870.59,74.44,0.009333
2026-04-28 11:20,106517.6,18478,870.16,74.25,0.010133
2026-04-28 11:30,106943.5,18560,869.78,74.53,0.010404
2026-04-28 11:40,107342.5,18594,871.43,74.48,0.01072
2026-04-28 11:50,107095.1,18575,870.32,74.37,0.011557
2026-04-28 12:00,106028.7,18416,869.1,74.48,0.011334
2026-04-28 12:10,106220.1,18448,869.17,74.23,0.011761
2026-04-28 12:20,107331.9,18625,869.89,74.17,0.012398
2026-04-28 12:30,105505.1,18333,868.74,73.92,0.012083
2026-04-28 12:40,105929.4,18396,869.21,73.75,0.012301
2026-04-28 12:50,105587.7,18311,870.46,73.78,0.013195
2026-04-28 13:00,106326.8,18438,870.51,73.92,0.012928
2026-04-28 13:10,105737.7,18339,870.33,73.92,0.013746
2026-04-28 13:20,105707.3,18346,869.78,73.66,0.013478
2026-04-28 13:30,106242.7,18414,870.93,73.82,0.014188
2026-04-28 13:40,105830.7,18410,867.74,73.56,0.013388
2026-04-28 13:50,105097.7,18239,869.84,73.8,0.013969
2026-04-28 14:00,105834.7,18318,872.14,73.47,0.013547
2026-04-28 14:10,104613.2,18173,868.95,73.39,0.013352
2026-04-28 14:20,105545.4,18305,870.37,73.1,0.013894
2026-04-28 14:30,105363.5,18297,869.24,73.49,0.013623
2026-04-28 14:40,105621.6,18289,871.75,73.33,0.01344
2026-04-28 14:50,105115.9,18236,870.1,72.93,0.013444
2026-04-28 15:00,104940.1,18186,871.04,73.4,0.014256
2026-04-28 15:10,105184.6,18201,872.36,72.86,0.014005
2026-04-28 15:20,104958.8,18174,871.79,73.09,0.013519
2026-04-28 15:30,104740.9,18202,868.65,72.79,0.014166
2026-04-28 15:40,104846.5,18170,871.03,72.75,0.014288
2026-04-28 15:50,104313.2,18148,867.65,72.72,0.013399
2026-04-28 16:00,104022.5,18036,870.61,73.07,0.014055
2026-04-28 16:10,104312.3,18086,870.64,72.5,0.013701
2026-04-28 16:20,104376.0,18124,869.32,72.94,0.013852
2026-04-28 16:30,104751.9,18168,870.36,73.18,0.013702
2026-04-28 16:40,104794.9,18176,870.33,72.95,0.013904
2026-04-28 16:50,103701.3,17945,872.3,72.58,0.013597
2026-04-28 17:00,104056.9,18087,868.43,73.36,0.013655
2026-04-28 17:10,103935.6,18054,869.0,72.96,0.014321
2026-04-28 17:20,104364.6,18127,869.07,73.22,0.013954
2026-04-28 17:30,103991.7,18045,869.91,72.85,0.013938
2026-04-28 17:40,104328.3,18101,870.03,73.36,0.014795
2026-04-28 17:50,104265.2,18114,868.9,72.49,0.014128
2026-04-28 18:00,103540.6,17970,869.78,72.92,0.01392
2026-04-28 18:10,104394.9,18068,872.21,73.04,0.013705
2026-04-28 18:20,104658.7,18164,869.78,72.65,0.013725
2026-04-28 18:30,104799.4,18198,869.33,72.79,0.014197
2026-04-28 18:40,104525.2,18130,870.29,72.62,0.014629
2026-04-28 18:50,104405.1,18174,867.16,73.22,0.013436
2026-04-28 19:00,103661.4,18003,869.16,73.22,0.01377
2026-04-28 19:10,104278.4,18135,868.0,73.18,0.013772
2026-04-28 19:20,103906.5,18020,870.39,73.02,0.013888
2026-04-28 19:30,105170.8,18233,870.7,73.34,0.013842
2026-04-28 19:40,104706.5,18146,871.04,73.26,0.01375
2026-04-28 19:50,105462.1,18296,870.14,72.94,0.014006
2026-04-28 20:00,103993.0,18085,868.02,73.58,0.014211
2026-04-28 20:10,104270.1,18088,870.16,73.17,0.013699
2026-04-28 20:20,105321.1,18286,869.41,73.31,0.013652
2026-04-28 20:30,105250.1,18223,871.86,73.19,0.013699
2026-04-28 20:40,105061.8,18211,870.87,72.95,0.01373
2026-04-28 20:50,105937.1,18346,871.68,72.92,0.013425
2026-04-28 21:00,104238.3,18114,868.66,73.07,0.013835
2026-04-28 21:10,104447.5,18119,870.19,72.32,0.013906
2026-04-28 21:20,105702.7,18371,868.54,72.36,0.013915
2026-04-28 21:30,105480.9,18312,869.51,73.34,0.014286
2026-04-28 21:40,106164.8,18405,870.72,72.94,0.013916
2026-04-28 21:50,104918.6,18205,869.98,73.28,0.013672
2026-04-28 22:00,106140.6,18422,869.73,72.96,0.013985
2026-04-28 22:10,105880.0,18370,870.06,73.21,0.013717
2026-04-28 22:20,105301.6,18283,869.39,73.28,0.013787
2026-04-28 22:30,105149.1,18238,870.3,73.31,0.014149
2026-04-28 22:40,106228.1,18393,871.81,73.18,0.014326
2026-04-28 22:50,105964.1,18370,870.74,73.91,0.014177
2026-04-28 23:00,106118.9,18401,870.55,73.66,0.0141
2026-04-28 23:10,105769.5,18342,870.49,74.2,0.014522
2026-04-28 23:20,106927.9,18515,871.75,73.95,0.014208
2026-04-28 23:30,107208.5,18603,869.93,73.37,0.013804
2026-04-28 23:40,106384.4,18480,869.01,73.54,0.013697
2026-04-28 23:50,106086.4,18384,871.1,74.46,0.014083
