timestamp,BSW_pct,watercut_raw,f_resonance
2026-04-28 21:20,31.827,31.827,2.9066
2026-04-28 21:30,31.541,31.541,2.8995
2026-04-28 21:40,31.932,31.932,2.8931
2026-04-28 21:50,32.073,32.073,2.8966
2026-04-28 22:00,32.11,32.11,2.9131
2026-04-28 22:10,31.932,31.932,2.8985
2026-04-28 22:20,32.241,32.241,2.8959
2026-04-28 22:30,32.558,32.558,2.9229
2026-04-28 22:40,32.777,32.777,2.8959
2026-04-28 22:50,32.936,32.936,2.906
2026-04-28 23:00,33.138,33.138,2.8903
2026-04-28 23:10,33.794,33.794,2.904
2026-04-28 23:20,33.654,33.654,2.9205
2026-04-28 23:30,33.653,33.653,2.8882
2026-04-28 23:40,33.801,33.801,2.9082
2026-04-28 23:50,34.016,34.016,2.9079
