timestamp,mass_flow_gas,vol_flow_gas,density_gas,T_injection
2026-04-28 16:30,54213.1,1.0987,41.82,66.28
2026-04-28 16:40,53047.7,1.0744,41.84,66.67
2026-04-28 16:50,54510.5,1.0911,42.34,66.47
2026-04-28 17:00,54715.7,1.1193,41.43,66.01
2026-04-28 17:10,53129.1,1.0926,41.21,66.27
2026-04-28 17:20,53373.4,1.0882,41.57,66.19
2026-04-28 17:30,52521.1,1.078,41.29,66.52
2026-04-28 17:40,52692.6,1.0901,40.96,65.7
2026-04-28 17:50,53348.3,1.0865,41.61,65.91
2026-04-28 18:00,52517.2,1.0667,41.72,67.0
2026-04-28 18:10,53476.3,1.1026,41.1,66.17
2026-04-28 18:20,52692.0,1.0894,40.99,65.85
2026-04-28 18:30,53746.4,1.0892,41.82,66.27
2026-04-28 18:40,53257.1,1.0822,41.7,66.34
2026-04-28 18:50,52197.0,1.0786,41.01,66.38
2026-04-28 19:00,54451.7,1.1076,41.66,66.52
2026-04-28 19:10,53681.6,1.1126,40.89,66.36
2026-04-28 19:20,55008.6,1.1112,41.95,66.61
2026-04-28 19:30,53538.6,1.0862,41.77,66.45
2026-04-28 19:40,53317.0,1.0868,41.58,65.94
2026-04-28 19:50,53262.0,1.0842,41.63,66.55
2026-04-28 20:00,54493.4,1.0966,42.11,66.68
2026-04-28 20:10,53046.2,1.0843,41.46,66.2
2026-04-28 20:20,54719.5,1.1097,41.79,66.15
2026-04-28 20:30,53771.3,1.1122,40.97,66.66
2026-04-28 20:40,52208.6,1.068,41.43,66.21
2026-04-28 20:50,54551.6,1.1113,41.6,65.86
2026-04-28 21:00,52845.9,1.0853,41.27,66.73
2026-04-28 21:10,55543.9,1.1268,41.77,66.82
2026-04-28 21:20,53889.8,1.0961,41.67,66.52
2026-04-28 21:30,53349.5,1.0931,41.36,66.42
2026-04-28 21:40,54880.9,1.1154,41.7,66.4
2026-04-28 21:50,53053.7,1.1036,40.74,66.7
2026-04-28 22:00,54390.7,1.111,41.49,66.74
2026-04-28 22:10,53723.9,1.1074,41.11,66.48
2026-04-28 22:20,54524.9,1.1111,41.59,66.51
2026-04-28 22:30,53733.5,1.1115,40.97,66.59
2026-04-28 22:40,53311.8,1.0956,41.24,66.86
2026-04-28 22:50,54926.3,1.1233,41.44,66.7
2026-04-28 23:00,54948.3,1.135,41.03,66.9
2026-04-28 23:10,54746.9,1.115,41.61,66.79
2026-04-28 23:20,54970.5,1.1192,41.62,66.7
2026-04-28 23:30,54200.5,1.112,41.31,66.58
2026-04-28 23:40,55118.7,1.1322,41.26,66.61
2026-04-28 23:50,55896.2,1.137,41.66,66.92
